,name,genre,type,rating,members
2708,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,7.18,6118
2709,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",OVA,7.18,3713
2710,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,7.18,7893
2711,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",Movie,7.18,1641
2712,Koukou Tekken-den Tough,"Action, Martial Arts, Shounen",OVA,7.18,2398
2713,Kyou no 5 no 2 (TV): Takarabako,"Comedy, Ecchi, School, Seinen",OVA,7.18,5553
2714,Mahoromatic: I&#039;m Home!,"Comedy, Ecchi, Romance, Sci-Fi",Special,7.18,5760
2715,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,7.18,5991
2716,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,7.18,5112
2717,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,7.18,104663
2718,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,7.18,19311
2719,Nagagutsu wo Haita Neko,"Adventure, Fantasy, Kids",Movie,7.18,1804
2720,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,7.18,1941
2721,Nintama Rantarou,"Comedy, Shounen",TV,7.18,2255
2722,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,7.17,37570
2723,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,7.18,36558
2724,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,7.18,42190
2725,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,7.18,5158
2726,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,7.21,295
2727,Rental Magica,"Fantasy, Mystery, Supernatural",TV,7.18,39806
2728,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,7.18,67877
2729,Shin Getter Robo tai Neo Getter Robo,"Action, Mecha, Sci-Fi, Shounen",OVA,7.18,2339
2730,Solty Rei Special,"Comedy, Drama",Special,7.18,2641
2731,Sora no Manimani,"Comedy, Romance, School, Slice of Life",TV,7.18,28652
2732,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",Special,7.18,3626
2733,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,7.18,29039
2734,Tokyo Magnitude 8.0 Recap,Drama,Special,7.18,4257
2735,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,"Action, Adventure, Drama, Sci-Fi, Space",Movie,7.18,2579
2736,Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",TV,7.18,27997
2737,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,7.18,1021
2738,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",TV,7.17,4485
2739,Anne Happy♪,"Comedy, School, Slice of Life",TV,7.17,32040
2740,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,7.17,7563
2741,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.17,5913
2742,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7.17,20337
2743,Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.17,1617
2744,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,7.17,10636
2745,Future Card Buddyfight,Game,TV,7.17,3417
2746,Geragera Boes Monogatari,"Comedy, Kids",TV,7.17,869
2747,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,7.17,13115
2748,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, School, Shounen, Supernatural",Special,7.17,22155
2749,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,7.17,1414
2750,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,7.17,63418
2751,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy, Shounen",Special,7.17,3493
2752,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,7.17,25995
2753,Magic Tree House,"Adventure, Magic",Movie,7.17,3433
2754,Mahoromatic 2 End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,7.17,4236
2755,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",TV,7.17,46024
2756,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,7.17,120571
2757,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,7.17,137102
2758,Pokemon Diamond &amp; Pearl Specials,"Action, Comedy, Fantasy, Kids",Special,7.17,5913
2759,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,"Fantasy, Magic, Music, Shoujo",OVA,7.17,1057
2760,Seihou Bukyou Outlaw Star Specials,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,7.16,1509
2761,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen",Special,7.17,10194
2762,Show By Rock!!,"Comedy, Music",TV,7.17,32061
2763,Show By Rock!! #,"Comedy, Music",TV,7.17,8964
2764,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,7.17,1761
2765,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,7.17,14925
2766,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,7.17,2856
2767,Taiho Shichau zo: Full Throttle Special,"Action, Adventure, Comedy, Police",Special,7.17,1536
2768,Tsurikichi Sanpei,"Adventure, Sports",TV,7.17,1650
2769,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,7.17,2897
2770,"Wake Up, Girls! Beyond the Bottom","Drama, Music",Movie,7.18,2555
2771,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,7.17,23422
2772,All Out!!,"School, Seinen, Sports",TV,7.16,35461
2773,Anyamal Tantei Kiruminzoo,"Comedy, Magic, Shoujo",TV,7.16,3605
2774,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,7.16,29487
2775,Asatte no Houkou.,"Drama, Supernatural",TV,7.16,16909
2776,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,7.16,1876
2777,Cardfight!! Vanguard G: Next,"Action, Game, Shounen",TV,7.16,1363
2778,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha",TV,7.16,615
2779,Classroom☆Crisis,"School, Sci-Fi",TV,7.16,55977
2780,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",TV,7.16,889
2781,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,7.16,14037
2782,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,7.16,2038
2783,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,7.16,34576
2784,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,7.16,13581
2785,Gamba no Bouken,"Adventure, Kids",TV,7.16,790
2786,Gensoumaden Saiyuuki: Kibou no Zaika,"Adventure, Fantasy",OVA,7.16,2557
2787,Giant Gorg,"Adventure, Mecha, Sci-Fi",TV,7.16,1300
2788,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,7.16,8025
2789,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,7.16,13681
2790,Hellsing: Psalm of Darkness,"Action, Seinen, Supernatural, Vampire",Special,7.16,15097
2791,Hinata no Aoshigure,"Adventure, Fantasy, Romance",Movie,7.16,6970
2792,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,7.16,16111
2793,Kaibutsu Oujo,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,7.16,44825
2794,Koro-sensei Q!,"Comedy, Shounen",Movie,7.14,13657
2795,Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Comedy, Shounen",Special,7.16,3057
2796,Lupin III: The Last Job,"Adventure, Comedy, Shounen",Special,7.16,2685
2797,Mazinkaiser SKL,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7.16,6941
2798,Mermaid Forest,"Drama, Fantasy, Horror, Mystery",TV,7.16,14073
2799,Mirai Shounen Conan (Movie),"Adventure, Drama, Sci-Fi",Movie,7.16,917
2800,Mobile Suit Gundam Seed: After-Phase Between the Stars,"Action, Drama, Mecha, Sci-Fi",Special,7.16,9594
2801,Nanatsu-iro★Drops,"Magic, Romance, School",TV,7.16,16604
2802,Nasu: Andalusia no Natsu,"Action, Seinen, Sports",Movie,7.16,4545
2803,Onegai My Melody,"Comedy, Fantasy, Magic",TV,7.16,3633
2804,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Comedy,Special,7.16,14917
2805,Orenchi no Furo Jijou,"Comedy, Fantasy, Shoujo",TV,7.15,47157
2806,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",TV,7.16,49508
2807,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,7.16,73253
2808,Poulette no Isu,"Comedy, Kids, Slice of Life",ONA,7.16,3675
2809,Princess Princess,"Comedy, School, Shoujo",TV,7.16,38778
2810,PriPara,"Music, School, Shoujo, Slice of Life",TV,7.17,7680
2811,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,7.16,93000
2812,RahXephon: Pluralitas Concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,7.16,10524
2813,Re: Cutie Honey,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,7.16,10378
2814,Riding Bean,"Action, Cars, Police, Seinen",OVA,7.16,6547
2815,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,7.16,97401
2816,Seikimatsu Occult Gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,7.16,65021
2817,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai",TV,7.16,21937
2818,Shangri-La,"Action, Drama, Sci-Fi",TV,7.16,38495
2819,Shinmai Maou no Testament OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,7.16,33466
2820,SKET Dance: Demystifying Special,"School, Shounen",Special,7.16,3276
2821,Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,7.16,7691
2822,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",TV,7.16,14002
2823,Tenjou Tenge: The Past Chapter,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,7.16,15718
2824,Tonkatsu DJ Agetarou,"Comedy, Music, Shounen",TV,7.16,6342
2825,Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,7.16,44874
2826,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,"Action, Mecha, Sci-Fi, Shounen",OVA,7.16,2432
2827,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Comedy, School, Slice of Life",OVA,7.16,39779
2828,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,7.15,149364
2829,Battle Spirits: Brave,"Action, Shounen",TV,7.15,1337
2830,Buki yo Saraba,"Action, Drama, Sci-Fi",Movie,7.15,5078
2831,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,7.15,71901
2832,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,7.15,2073
2833,D.C.S.S: Da Capo Second Season,"Comedy, Drama, Harem, Romance, Supernatural",TV,7.15,23364
2834,Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen",Special,7.15,1202
2835,Devil May Cry,"Action, Demons, Fantasy",TV,7.15,166398
2836,Doraemon: The Day When I Was Born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,7.15,645
2837,Doubutsu no Mori,"Kids, Slice of Life",Movie,7.15,12051
2838,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",TV,7.15,2104
2839,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",TV,7.15,8004
2840,Hayate no Gotoku! Cuties,"Comedy, Harem, Parody, Romance, Shounen",TV,7.15,24044
2841,Hello! Sandybell,"Adventure, Romance, Shoujo",TV,7.15,2587
2842,Honoo no Mirage: Minagiwa no Hangyakusha,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,7.15,6006
2843,Iblard Jikan,Fantasy,OVA,7.15,11116
2844,IS: Infinite Stratos 2 - Infinite Wedding,,Special,7.15,6604
2845,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,7.15,88500
2846,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,7.15,683
2847,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance",OVA,7.15,1458
2848,MEMORiES MELODiES,Music,Music,7.15,699
2849,Ninku,"Adventure, Shounen",TV,7.15,2424
2850,Oshiete! Galko-chan,"Comedy, School, Slice of Life",TV,7.15,45778
2851,Owari no Seraph: Kyuuketsuki Shahar,"Action, Drama, Shounen, Supernatural, Vampire",OVA,7.15,17815
2852,Project ARMS,"Action, Martial Arts, Super Power",TV,7.15,6903
2853,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi",OVA,7.15,9358
2854,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Drama, Historical, Samurai, Shounen",OVA,7.15,13795
2855,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,7.15,124448
2856,Shin Koihime†Musou: Otome Tairan,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,7.15,13089
2857,Shippuu! Iron Leaguer,"Sci-Fi, Shounen, Sports",TV,7.15,432
2858,Sore ga Seiyuu!,"Comedy, Slice of Life",TV,7.15,25707
2859,Soukou Kihei Votoms: Koei Futatabi,"Action, Drama, Mecha, Military, Sci-Fi",OVA,7.15,1590
2860,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,7.15,96159
2861,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",TV,7.15,2322
2862,Usavich,"Adventure, Comedy",TV,7.15,4675
2863,"Wake Up, Girls! Seishun no Kage","Drama, Music",Movie,7.15,3560
2864,Wata no Kuni Hoshi,"Drama, Fantasy, Psychological, Romance, Shoujo",Movie,7.15,1835
2865,.hack//Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,7.14,110304
2866,30th Gundam Perfect Mission,"Mecha, Sci-Fi",OVA,7.14,3963
2867,Air Master,"Action, Comedy, Martial Arts, Seinen",TV,7.14,22433
2868,Aura Battler Dunbine,"Adventure, Mecha, Sci-Fi",TV,7.14,3694
2869,Cardfight!! Vanguard G: Stride Gate-hen,"Action, Game, Shounen",TV,7.14,2121
2870,Cardfight!! Vanguard Movie: Neon Messiah,"Action, Adventure, Demons, Game, Shounen",Movie,7.14,2336
2871,Cyborg 009 (TV),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,7.14,3496
2872,Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Police, Shounen, Sports",OVA,7.14,4947
2873,Devilman: Yochou Sirene-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,7.14,5858
2874,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,7.14,52690
2875,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy",Special,7.14,25251
2876,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,7.14,168657
2877,Galaxy Angel,"Comedy, Sci-Fi",TV,7.14,17601
2878,Hells,"Adventure, Comedy, Horror",Movie,7.14,9255
2879,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi",Movie,7.14,3701
2880,IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,7.14,28626
2881,Kaiketsu Zorori,"Adventure, Comedy",TV,7.14,1034
2882,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power",TV,7.14,27761
2883,Kamisama Dolls,"Action, Seinen, Supernatural",TV,7.14,47665
2884,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,7.14,1386
2885,Last Exile: Ginyoku no Fam,"Action, Adventure, Sci-Fi",TV,7.14,28616
2886,Mai-Otome Specials,"Comedy, Drama, Fantasy, Magic",Special,7.14,4609
2887,Murder Princess,"Action, Adventure, Fantasy",OVA,7.14,39377
2888,Nils no Fushigi na Tabi,"Adventure, Fantasy, Kids",TV,7.14,2702
2889,Onegai My Melody Sukkiri♪,"Comedy, Fantasy, Magic",TV,7.14,966
2890,Onegai! Samia Don,"Comedy, Fantasy, Kids, Magic, Slice of Life",TV,7.14,472
2891,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",OVA,7.14,22614
2892,Papa to Odorou,Comedy,TV,7.14,567
2893,Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,7.14,29668
2894,Pokemon: Mewtwo! Ware wa Koko ni Ari,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,7.14,38638
2895,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,7.14,299278
2896,Ryuusei no Rockman Tribe,Adventure,TV,7.14,3510
2897,Seihou Bukyou Outlaw Star Pilot,"Action, Sci-Fi, Space",Special,7.14,4046
2898,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,7.14,95964
2899,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Comedy,Special,7.14,14807
2900,Toaru Majutsu no Index-tan II,"Comedy, Parody",Special,7.14,20942
2901,3x3 Eyes Seima Densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,7.13,8892
2902,Blue Gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,7.13,40581
2903,Blue Seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,7.13,15194
2904,Captain Future,"Action, Adventure, Sci-Fi, Shounen",TV,7.13,1837
2905,Daisetsusan no Yuusha Kibaou,"Adventure, Drama",Special,7.13,322
2906,Galaxy Angel Z Special,"Comedy, Sci-Fi",Special,7.13,2208
2907,gdgd Fairies 2,"Comedy, Fantasy",TV,7.13,1248
2908,Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,7.13,5457
2909,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",OVA,7.13,15785
2910,Hi no Tori: Houou-hen,"Drama, Fantasy, Historical",Movie,7.13,1323
2911,Hidan no Aria,"Action, Comedy, Romance, School",TV,7.13,171888
2912,Karneval Specials,Comedy,Special,7.13,4415
2913,Kenyuu Densetsu Yaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,7.13,5158
2914,Kodomo no Jikan (TV),"Comedy, Ecchi, School",TV,7.13,63348
2915,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,7.13,57466
2916,"Kono Danshi, Mahou ga Oshigoto Desu.","Fantasy, Magic, Shounen Ai",TV,7.13,9961
2917,Kyuuketsuhime Miyu,"Action, Demons, Drama, Horror, Vampire",OVA,7.13,11019
2918,Medarot,"Adventure, Comedy, Sci-Fi, Shounen",TV,7.13,30148
2919,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance, Slice of Life",Special,7.13,19538
2920,Monochrome Factor,"Action, Shounen Ai, Supernatural",TV,7.13,36517
2921,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",TV,7.13,1049
2922,Pandane to Tamago-hime,"Adventure, Fantasy",Movie,7.13,1995
2923,Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark,"Action, Adventure, Fantasy, Kids",Movie,7.13,24575
2924,Prince of Tennis: Mini Theater,Comedy,Special,7.13,3010
2925,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,7.13,2077
2926,Robotica*Robotics,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,7.12,5769
2927,Saint Seiya: Kamigami no Atsuki Tatakai,"Adventure, Sci-Fi, Shounen",Movie,7.13,8894
2928,Shin Atashin&#039;chi,"Comedy, Slice of Life",TV,7.14,1202
2929,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,7.13,93293
2930,Shuumatsu no Izetta,"Action, Historical, Military",TV,7.12,74026
2931,Sky Girls,"Mecha, Military, Sci-Fi",TV,7.13,17115
2932,Thermae Romae,"Comedy, Historical, Seinen",TV,7.13,13444
2933,Toriko: Jump Super Anime Tour 2009 Special,"Action, Adventure, Comedy, Shounen, Super Power",Special,7.13,4650
2934,Virtua Fighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,7.13,3875
2935,Yamato Takeru,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,7.13,883
2936,Batman: Gotham Knight,"Action, Adventure, Martial Arts",OVA,7.12,15958
2937,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e","Drama, Romance, Sci-Fi, Shoujo",Movie,7.12,880
2938,Code Geass: Hangyaku no Lelouch Recaps,"Action, Mecha, Military, School, Super Power",Special,7.12,23194
2939,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,7.12,126699
2940,Croket!,"Action, Adventure, Comedy, Fantasy",TV,7.12,310
2941,Deadman Wonderland OVA,"Action, Horror, Sci-Fi",OVA,7.12,78878
2942,Dennou Boukenki Webdiver,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.12,876
2943,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,"Comedy, Seinen",OVA,7.12,4122
2944,Gravitation: Lyrics of Love,"Comedy, Romance, Shoujo, Shounen Ai",OVA,7.12,22015
2945,Houkago no Ouji-sama,"Comedy, School, Shounen, Sports",Special,7.13,1199
2946,Inazuma Eleven Go: Galaxy,"Shounen, Sports, Super Power",TV,7.11,9258
2947,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,7.12,18254
2948,IS: Infinite Stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,7.12,254543
2949,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,7.12,56577
2950,Kaibutsu Oujo: Konsui Oujo,"Comedy, Horror, Supernatural",Special,7.12,7362
2951,Kaitou Joker 4th Season,"Adventure, Comedy, Mystery, Shounen",TV,7.12,1178
2952,Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,7.12,1895
2953,Kill Me Baby: Butsuzou Kegatte Nise Halloween,"Comedy, School",OVA,7.12,7171
2954,Kyojin no Hoshi,"Drama, Sports",TV,7.12,729
2955,Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,Comedy,Special,7.13,1733
2956,Maihime,"Drama, Historical, Romance",OVA,7.12,1120
2957,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,7.12,7862
2958,Mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,7.12,8722
2959,NG Knight Ramune &amp; 40,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,7.12,1056
2960,Nijiiro Hotaru: Eien no Natsuyasumi,"Fantasy, Romance, Slice of Life",Movie,7.12,3523
2961,Nisekoi: OVA,"Comedy, Harem, Romance, School, Shounen",OVA,7.12,17022
2962,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,7.12,1228
2963,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Comedy, Ecchi, School, Sports",OVA,7.12,10122
2964,Rurouni Kenshin: Review Special,"Action, Comedy, Samurai, Shounen",Special,7.12,3323
2965,Scryed Alteration I: Tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,7.13,3108
2966,Servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,7.12,73126
2967,Shikabane Hime: Kuro Special,"Action, Adventure, Drama, Horror, Supernatural",Special,7.12,9558
2968,Stop!! Hibari-kun!,Comedy,TV,7.12,1355
